kit_id,sensor,timestamp,value,unit,_raw
1001,gbTemp,2019-08-18 19:00:00+00:00,25.1567,,"{'created_at': '2019-08-18 19:00:00', 'value': 25.1567}"
1001,gbTemp,2019-08-18 20:00:00+00:00,24.6717,,"{'created_at': '2019-08-18 20:00:00', 'value': 24.6717}"
1001,gbTemp,2019-08-18 21:00:00+00:00,23.9367,,"{'created_at': '2019-08-18 21:00:00', 'value': 23.9367}"
1001,gbTemp,2019-08-18 22:00:00+00:00,23.6767,,"{'created_at': '2019-08-18 22:00:00', 'value': 23.6767}"
1001,gbTemp,2019-08-18 23:00:00+00:00,23.6133,,"{'created_at': '2019-08-18 23:00:00', 'value': 23.6133}"
1001,gbTemp,2019-08-19 00:00:00+00:00,23.4533,,"{'created_at': '2019-08-19 00:00:00', 'value': 23.4533}"
1001,gbTemp,2019-08-19 01:00:00+00:00,23.4167,,"{'created_at': '2019-08-19 01:00:00', 'value': 23.4167}"
1001,gbTemp,2019-08-19 02:00:00+00:00,23.065,,"{'created_at': '2019-08-19 02:00:00', 'value': 23.065}"
1001,gbTemp,2019-08-19 03:00:00+00:00,22.6467,,"{'created_at': '2019-08-19 03:00:00', 'value': 22.6467}"
1001,gbTemp,2019-08-19 04:00:00+00:00,22.4417,,"{'created_at': '2019-08-19 04:00:00', 'value': 22.4417}"
1001,gbTemp,2019-08-19 05:00:00+00:00,22.3133,,"{'created_at': '2019-08-19 05:00:00', 'value': 22.3133}"
1001,gbTemp,2019-08-19 06:00:00+00:00,22.2283,,"{'created_at': '2019-08-19 06:00:00', 'value': 22.2283}"
1001,gbTemp,2019-08-19 07:00:00+00:00,22.4083,,"{'created_at': '2019-08-19 07:00:00', 'value': 22.4083}"
1001,gbTemp,2019-08-19 08:00:00+00:00,22.5483,,"{'created_at': '2019-08-19 08:00:00', 'value': 22.5483}"
1001,gbTemp,2019-08-19 09:00:00+00:00,22.5883,,"{'created_at': '2019-08-19 09:00:00', 'value': 22.5883}"
1001,gbTemp,2019-08-19 10:00:00+00:00,22.88,,"{'created_at': '2019-08-19 10:00:00', 'value': 22.88}"
1001,gbTemp,2019-08-19 11:00:00+00:00,22.475,,"{'created_at': '2019-08-19 11:00:00', 'value': 22.475}"
1001,gbTemp,2019-08-19 12:00:00+00:00,22.2267,,"{'created_at': '2019-08-19 12:00:00', 'value': 22.2267}"
1001,gbTemp,2019-08-19 13:00:00+00:00,23.27,,"{'created_at': '2019-08-19 13:00:00', 'value': 23.27}"
1001,gbTemp,2019-08-19 14:00:00+00:00,24.4033,,"{'created_at': '2019-08-19 14:00:00', 'value': 24.4033}"
